text1,text2
"Sur 3 pièces commandées, une n'est pas la bonne. Que faire?","Parmi les 3 pièces commandées, l'une n'est pas la bonne."
Facilité pour passer la commande . Rapidité de livraison Je recommande ce site,Facile de passer la commande . Vitesse de livraison Je recommande ce site
Commande expédiée rapidement malgré 2 jours fériés Reste à monter les pièces quand le temps le permettra 🥶,Commande expédiée rapidement malgré 2 vacances Reste à assembler les pièces lorsque le temps le permet
Pas les bons articles. Un joint et des rondelles commandés Reçu un filtre a huile et un bouchon de vidange : WTF !!,Un joint et des rondelles commandés Reçu un filtre à huile et un bouchon de vidange : WTF !!
Rapide et efficace!,Rapide et efficace !
"Pour nous oscaros est un vendeur de pièces détachées pour véhicule de bonne qualité, des prix très correct. Les livraisons sont très bien organisée. Merci oscaros","Pour nous oscaros est un vendeur de pièces de rechange pour un véhicule de bonne qualité, des prix très corrects. Les livraisons sont très bien organisées. Merci oscaros"
"Impeccable, rapide, efficace, comme d’hab’","Impeccable, rapide, efficace, comme d"
Malgré le renseignement de ma plaque d'immatriculation. Le pommeau de vitesse adaptable ne se monte pas sur le véhicule. Maintenant que l'emballage est ouvert peut on faire un retour ? Cordialement,Malgré les informations de ma plaque d'immatriculation. La tête de vitesse adaptable ne s'adapte pas sur le véhicule. Maintenant que l'emballage est ouvert peut-on faire un retour ? Cordialement
"j'ai recu une boite contenant des plaquettes de freins déjà ouverte , les plastics interieure taché d'empreintes de graisse du coup le colis incomplet , manquait des des vis freins les plaques anti bruit . je suis profondément décu de ce manque de professionnalisme de votre part , je ne pense plus passer par votre site , vous avez perdu ma confiance.","J'ai une boîte contenant des plaquettes de frein déjà ouvertes, le plastique intérieur teinté d'empreintes de graisse du paquet incomplet résultat, manque de vis freinent les plaques anti-bruit. Je suis profondément déçu de ce manque de professionnalisme de votre part, je ne pense pas passer par votre site plus, vous avez perdu ma confiance."
prix moins cher que norauto et feuvert pour les même articles dans les même marques exemple :filtre a air purflux A1334 pour 208 achat le 14 11 2022 / 16.66eur HT chez feuvert .achat le 15 11 2025/ 9.83 eur HT chez oscaro,prix moins cher que norauto et fevert pour les mêmes articles dans les mêmes marques exemple: filtre à air purflux A1334 pour 208 achat sur 14 11 2022 / 16.66 HT à fevert .achat sur 15 11 2025/ 9.83 HT à oscaro
Efficace et rapide,Efficace et rapide
bonjour ayant déja commandé une piece chez oscaro étant satisfait j'ai recommandé et la piece est la bonne trés bien reconditionée je voudrais savoir comment récupérer la caution pour la piece usagée merci pour une réponse goursat,Bonjour ayant déjà commandé une pièce d'oscaro étant satisfait Je recommande et la pièce est la bonne très bien reconditionnée Je voudrais savoir comment récupérer le dépôt pour la pièce d'occasion merci pour une réponse gourde
"Tres satisfait,delais livraison respectés, produit correspondant a la description. Appli conviviale et pratique.","Très satisfait, délai de livraison respecté, produit correspondant à la description. Application conviviale et pratique."
"Très mauvaise expérience ! Je ne conseille pas l’achat de pièce mécanique chez Oscaro ou alors il faut savoir que vous payerez pour recevoir un colis vide. Mon mari est allé chercher le colis mais le poids l’a étonné: le premier emballage était en parfait état mais à l’intérieur, l’emballage de la pièce était ouvert et vide. Malgré plusieurs appels, réclamations auprès du service clients et le dépôt d’une plainte, Oscaro n’a rien voulu savoir. Nous sommes extrêmement déçus.","Très mauvaise expérience! Je ne recommande pas l'achat de pièces mécaniques chez Oscaro ou vous devez savoir que vous paierez pour recevoir un paquet vide. Mon mari est allé chercher le paquet mais le poids surpris: le premier emballage était en parfait état mais à l'intérieur, l'emballage de la chambre était ouvert et vide. Malgré plusieurs appels, plaintes du service à la clientèle et dépôt d'une plainte, Oscaro ne voulait pas savoir. Nous sommes extrêmement déçus."
"Après une bonne première expérience, voici que je commande à nouveau sur Oscaro. Une plus grosse commande. Après une semaine et demie d'attente, je me rends compte qu'ils ont divisé ma commande en TROIS colis différents, dont un qui n'est pas arrivé du tout. J'ai appelé Mondial Relay, ils m'ont dit que l'étiquette était mal imprimée sur le dernier colis, donc retour à l'envoyeur. J'ai dû batailler pour qu'Oscaro me renvoie le colis rapidement, et je n'ai même pas eu de geste commercial à part le remboursement des pauvres frais de port... Réultat, 2 semaines perdues pour la réparation de mon véhicule, presque plus de délai de rétractation pour l'injecteur que j'avais commandé d'occaz exprès. Bref je suis dans la mouize. Merci Oscaro mdr.","Après une bonne première expérience, voici que je commande de nouveau sur Oscaro. Une plus grande commande. Après une semaine et demi d'attente, je me rends compte qu'ils ont divisé ma commande en TROIS paquets différents, dont un qui n'est pas arrivé du tout. J'ai appelé Mondial Relay, ils m'ont dit que l'étiquette a été mal imprimée sur le dernier paquet, donc de retour à l'expéditeur. Je devais me battre pour Oscaro pour me renvoyer le paquet rapidement, et je n'ai même pas eu un geste commercial en dehors du remboursement des coûts d'expédition médiocres... Résultat, 2 semaines perdues pour la réparation de mon véhicule, presque plus de temps de retrait pour l'injecteur que j'avais commandé exprès d'occaz. Bref, je suis d'humeur. Merci Oscaro mdr."
super génial,Super génial.
Conforme a ma comande livraison rapide en cronopost,Conforme avec mon comande livraison rapide en cronopost
Très bien le bon produit et une bonne qualité,Très bien le bon produit et la bonne qualité
"Commande prise en compte rapidement, livraison rapide, installation faite","Commande prise en compte rapide, livraison rapide, installation faite"
Produit reçu rapidement et il correspond bien a ma voiture,Produit reçu rapidement et il s'adapte bien à ma voiture
"Savoir ce que l'on veut, aller sur le site, la page de ou des pièces, commander et payer et c'est tout. Livraison impeccable dans les temps.","Sachez ce que vous voulez, allez sur le site, la page ou les pièces, commandez et payez et c'est tout. Livraison impeccable dans le temps."
Le carton de ma commande est arrivé complètement ouvert. J'ai voulu vous le signaler mais le chat a répondu qu'il ne comprenait pas la demande et que les agents n'étaient pas disponibles.,La boîte de ma commande est arrivée complètement ouverte. Je voulais vous la signaler mais le chat a répondu qu'il ne comprenait pas la demande et que les agents n'étaient pas disponibles.
Cela fessais assez longtemps que je n'avais pas commandé de pièce chez oscaro et je constate que les produits sont de qualités avec un large choix à des prix correct. Livraison très rapide. Rien à redire,C'était assez longtemps que je n'avais pas commandé une pièce d'oscaro et je trouve que les produits sont de qualité avec un large choix à des prix corrects. Livraison très rapide. Rien à dire sur
"pièces arrivées très rapidement. Cependant les courroies arrivent très marquées de plis par le stockage, qu'un déballage préventif n'annule pas. Il serait intéressant d'avoir une date de fabrication/conditionnement afin d'en tenir compte pour la longévité.","Les pièces sont arrivées très rapidement. Cependant, les courroies arrivent très marquées par des plis de stockage, qu'un déballage préventif n'annule pas. Il serait intéressant d'avoir une date de fabrication/conditionnement afin de la prendre en compte pour la longévité."
Cette fois les livraisons de mes commandes ont été plus rapides que parfois.Site intéressant pour les nombreuses références et équivalences bien renseignées des produits.,"Cette fois, les livraisons de mes commandes ont été plus rapides que parfois.Site intéressant pour les nombreuses références et équivalences bien informés des produits."
Site nul ils vous prélevé l argent et 7 jours après toujours pas expédier votre commande et personne est capable de vous renseigner ou en est votre commande fuyer,Site null ils vous collectent de l'argent et 7 jours après toujours pas d'expédition de votre commande et la personne est en mesure de vous informer ou est votre commande s'enfuir
Super bien livraison rapide au top,Super bonne livraison rapide au sommet
Rien à reprocher. Nikel,Il n'y a rien à blâmer.
Rapport qualité prix rien à redire,Le rapport qualité-prix
"Bonjour, Je n'ai pas encore utilisé toutes les pièces de ma dernière commande. Le plus à mon avis pour Oscaro c'est d'avoir la possibilité de joindre téléphoniquement un conseiller afin de déterminer la pièce auto compatible avec le véhicule.","Bonjour, je n'ai pas encore utilisé toutes les parties de ma dernière commande. La chose la plus importante pour Oscaro est d'avoir la possibilité de contacter un conseiller par téléphone pour déterminer la partie de voiture compatible avec le véhicule."
Trouvé la pièce que je cherchais avec la fiche technique . Pas d'erreur possible.,J'ai trouvé la pièce que je cherchais avec la fiche technique. Aucune erreur possible.
"Envoi rapide et conforme à la commande, par compte l'emballage d'origine deux fois trop grand par rapport à la pièce, et trop de suremballage","Expédition rapide et conforme à la commande, en compte l'emballage d'origine deux fois trop grand par rapport à la pièce, et trop de suremballage"
Tout a été parfait produit livraison et délai merci,Tout a été parfait livraison de produit et de retard merci
"Prix correct, rapidité de livraison et rien n'est abîmé.","Prix correct, livraison rapide et rien n'est endommagé."
Bon rapport qualité prix,Bon rapport qualité-prix
Commande très facile à faire ! Petite incertitude au moment du paiement mais tout était correct sur mon compte Délai respecté ! Gros progrès ! Merci,Commandez très facile à faire! Peu d'incertitude au moment du paiement mais tout était correct sur mon compte Time respecté! Grand progrès! Merci
"Première et dernière fois. Je commande une vitre de rétroviseur pour mon véhicule via ma plaque d’immatriculation renseignée sur le site. Résultat, la taille ne correspond pas. Le produit coûtant 18 euros avec la livraison si je souhaitais un remboursement 9.99 euros m’aurait été retenue simplement pour le retour.. Site peu fiable d’après mon expérience !","Première et dernière fois. Je commande une fenêtre miroir pour mon véhicule via ma plaque d'immatriculation indiquée sur le site. Résultat, la taille ne correspond pas. Le produit coûtant 18 euros avec la livraison si je voulais un remboursement 9,99 euros aurait été retenu simplement pour le retour.. Site méfiant selon mon expérience!"
Produit parfait livré rapidement,Produit parfait livré rapidement
Produit mal embalé et ouvert par le livreur avant livraison,Produit mal embaumé et ouvert par la personne de livraison avant la livraison
Super rapide et réactif ',Super rapide et réactif '
Les pièces sont posés en vrac dans les cartons sans aucunes protections et rien pour les caler dans le carton. Le Colis est donc arrivé ouvert et les emballages écrasés à l’intérieur,Les pièces sont placées en vrac dans les cartons sans aucune protection et rien pour les fixer dans la boîte. L'emballage est ainsi arrivé ouvert et les emballages écrasés à l'intérieur
réception du colis mal indiqué au fin fond d un hangar y’a mieux près de chez moi salutations,réception du colis mal indiqué au bas d'un hangar là mieux près de moi salutations
Le produit nettoyant a coulé dans le colis. Pour le reste tout est OK,"Le produit de nettoyage a coulé dans l'emballage. Pour le reste, tout est OK"
Bonne réception des pièces,Bonne réception des chambres
Pièces conformes à mon attente. Livraison rapide,Les pièces répondent à mes attentes.
"Toujours sérieux, rien à dire de plus ,très bon rapport qualité prix et livraison rapide, ne changez rien.","Toujours sérieux, rien de plus à dire, très bon rapport qualité-prix et livraison rapide, ne changez rien."
"délai de livraison (payante !) relativement long, qualité de l'emballage médiocre ... on a connu mieux","délai de livraison (payer!) relativement long, mauvaise qualité d'emballage ... nous savions mieux"
Reçu le produit avant la date et livraison dans les horaires indiqués,Reçu le produit avant la date et livré dans les délais indiqués
"Envoi rapide, produit conforme aux attentes.","Expédition rapide, produit en ligne avec les attentes."
"Les pièces ne correspondent pas au modèle demandé, impossible d adapter","Les pièces ne correspondent pas au modèle demandé, impossible à adapter"
J’ai commandé mes pièces lundi 25/08 et j’ai réceptionné la totalité 8 jours plus tard. Expédié en 2 colis: le premier en 4 jours et le second en 8 jours 😞. Délais un peu long dommage…,J'ai commandé mes pièces le lundi 25/08 et j'ai reçu l'ensemble 8 jours plus tard. Envoyé en 2 paquets: le premier en 4 jours et le second en 8 jours. Temps un peu long...
La préparation de commande a été plus longue que prévue,La préparation de l'ordre était plus longue que prévu
Livraison rapide. Carton de suremballage OSCARO trés abimé ceci dit les cartons de pièces se trouvant à l'intérieur étaient intact. Commande conforme.,Livraison rapide. Carte de suremballage OSCARO très endommagée qui a dit que les cartons de pièces à l'intérieur étaient intacts. Commande conforme.
"Oscaro se trompe et il vous retire 9,99 € de frais de port pour le remboursement. Commande le 02 octobre 2025 d'une pièce avec la plaque immatriculation. Après réception je constate l'erreur, longueur de courroie incompatible. Demande de retour avec remboursement. Le remboursement a été éffectué avec 9,99 € de frais de port. Un comble Oscaro se trompe et c'est vous qui payez le retour. Le site de Mister Auto est plus performent car il indique s'il y a un risque d erreur au moment du choix","Oscaro est faux et il vous retire 9,99 € frais d'expédition pour le remboursement. Commandez le 2 octobre 2025 d'une chambre avec la plaque d'immatriculation. Après réception, je trouve l'erreur, longueur de ceinture incompatible. Demande de retour avec remboursement. Le remboursement a été frayé avec 9,99 € frais d'expédition. Un pic Oscaro est faux et c'est vous qui payez le retour. Le site de Mister Auto est plus perforé parce qu'il indique s'il y a un risque d'erreur au moment du choix"
"J'ai trouvé ma pièce sur oscaro, le tarif était très intéressant ainsi que le montant de la livraison!J'ai commandé mardi, elle est arrivée vendredi matin!super","J'ai trouvé ma pièce sur oscaro, le prix était très intéressant ainsi que le montant de la livraison!J'ai commandé mardi, il est arrivé vendredi matin!"
Très bon service et rapide Des prix corrects et les bonnes pièces Continuez comme çà 0,Très bon service et rapide Prix corrects et bonnes pièces Continuer comme ceci 0
Produits tous disponibles à un prix correct... Mais un délais de livraison que juge trop long.,Tous les produits sont disponibles à un prix correct... mais un délai de livraison trop long.
Aucune connaissance en automobile. J’ai trouvé la pièce qu’il me fallait grâce à ce site. Envoi rapide et soigné. Super 👍🏼,Aucune connaissance de voiture. J'ai trouvé la chambre dont j'avais besoin grâce à ce site. Expédition rapide et soignée. Super
"Tarif de retour beaucoup trop cher, les frais 5x plus cher que pour ceux de la livraison .","Prix de retour beaucoup trop cher, le coût 5x plus cher que ceux de la livraison."
Les produits sont tout à fait adaptés au véhicule. La livraison a été effectuée dans les délais. Le seul reproche reste le prix du transport.,Les produits sont parfaitement adaptés au véhicule. La livraison a été faite à temps. La seule plainte reste le prix du transport.
Pièces ok et reçus dans le temps prévus,Pièces OK et reçues dans le délai prévu
"Plusieurs fois que je commande sur Oscaro, toujours satisfait envoi rapide, très bien emballé, je recommande ce site.29","Plusieurs fois je commande sur Oscaro, toujours satisfait expédition rapide, très bien emballé, je recommande ce site.29"
"La pièce correspondait bien à ma demande, je n'ai jamais eu de problème avec ça. C'est le transport, qui laisse à désirer. La pièce pouvant être perdue à tout moment, l'emballage d'origine et le carton Oscaro par dessus étant complètement éventré","La pièce était en ligne avec ma demande, je n'ai jamais eu de problème avec elle. C'est le transport, qui laisse quelque chose à désirer. La pièce qui peut être perdue à tout moment, l'emballage d'origine et la boîte Oscaro sur elle étant complètement ventilée"
Un bon descriptif de la pièce et la référence constructeur pour éviter les erreurs,Une bonne description de la pièce et de la référence du fabricant pour éviter les erreurs
Depuis plusieurs années je commande mes pièces sur Oscaro et leur service m'a toujours donné satisfaction tant dans la qualité des produits que la rapidité de traitement de mes commandes et les délais de livraison.,"Depuis plusieurs années, j'ai commandé mes pièces sur Oscaro et leur service m'a toujours donné satisfaction tant dans la qualité des produits que dans la rapidité de traitement de mes commandes et les délais de livraison."
"Rapidité, bon siovi","Rapidité, bonne siovi"
Super produit conforme et prix nickel pas cher mis à part le conseiller qui n'a pas voulu me donner la bonne réf sous entendu que mon moteur a pu être changer lol je lui dit que non y me dit comment je peut le savoir et il n'a pas voulu me donner la réf...,Produit super conforme et prix du nickel bon marché mis à part le conseiller qui ne voulait pas me donner la bonne réf sous la compréhension que mon moteur aurait pu changer lol je lui ai dit de ne pas me dire comment je peux le savoir et il ne voulait pas me donner la réf...
Délai de réception trop long (intempéries) 🤔 marchandises non protégées dans colis trop grand 👎,Délai de réception trop long (intemporaire) marchandises non protégées dans des colis trop grands
"Les meilleurs tarif que j'avais trouvé, malheureusement, je n'ai pas pris disques/étrier/plaquette+kit, n'étant pas sûr du choix entre deux systèmes possible de freinage avant, sur ma Peugeot 305 type 2, un système Bendix ou un autre... J'aurais eu besoin de poser une question, au moins par écrit. J'ai dù prendre ces pièces en garage, à moins bon prix.","Les meilleurs prix que j'avais trouvés, malheureusement, je n'ai pas pris de disques/remorque/plaquette+kit, étant incertain du choix entre deux systèmes de freinage possibles avant, sur mon Peugeot 305 type 2, un système Bendix ou un autre... J'aurais eu besoin de poser une question, du moins par écrit. Je devais prendre ces pièces dans le garage, à un prix plus bas."
bonnes pieces rapide,bons morceaux rapides
"Site internet pratique, beaucoup de choix et c’est facile de trouver ce que je cherche. Les prix sont attractif, le descriptif de certains produits manque un peu de détails par contre. La livraison a été rapide mais le produit était dans un carton trois fois plus grand et sans aucun calage !","Site web pratique, beaucoup de choix et il est facile de trouver ce que je cherche. Les prix sont attrayants, la description de certains produits manque de détails d'autre part. La livraison était rapide mais le produit était dans un carton trois fois plus grand et sans aucun réglage!"
"Site vraiment accessible à tous même pour les novices, tarifs corrects, livraison dans les délais mais carton d’emballage explosé sans dommage pour la pièce commandée (une simple choucroute en carton suffirait à éviter des désagréments). Merci","Site vraiment accessible à tous même pour les novices, prix corrects, livraison dans les délais mais carton d'emballage explosé sans dommages pour la partie commandée (un simple carton sauerkraut suffirait pour éviter les inconvénients)."
Je suis toujours satisfait,Je suis toujours heureuse.
Conforme à ma commande et rapide en relais colis.,S'adapte à ma commande et rapidement dans les relais de colis.
RAS tout est nickel,RAS tout est nickel
Batterie arrivée défectueuse et j attends toujours le remboursement.,Batterie d'arrivée défectueuse et j'attends toujours le remboursement.
Très bien comme dab...,"Très bien, comme Dab..."
Rapide et transporteuse aimable,Transporteur rapide et amical
Service rapide produit facile a trouver bien ciblé,Produit de service rapide facile à trouver bien ciblé
Commande reçue dans les temps et conforme à ce que je voulais,Ordre reçu à temps et conforme à ce que je voulais
Colis propre livré dans les temps et conforme,Package propre livré dans le temps et conforme
Tout c'est très bien passé ras,Tout s'est très bien passé.
Merci aux services OSCARO (emballage et prix impeccable) et Chronopost...soucieux du client. Merci à tous,Merci aux services OSCARO (paquet et prix impeccable) et Chronopost... service client. Merci à tous
J’avais commandé un lot de 3 Silent bloc moteur selon la description du produit et j’en ai reçu qu’un seul en plus sur les 20€ de commande 10€ seulement vont mettre remboursé et c’est pas la première fois que cela arrive pour moi c’est terminé Oscaro je privilégierais désormais les revendeurs en direct beaucoup plus sérieux et sur place en direct et retour sans frais… trop déçu par votre service.,J'avais commandé beaucoup de 3 blocs de moteurs silencieux selon la description du produit et j'ai reçu que seulement un de plus sur la commande de 20€ seulement 10€ remboursera et ce n'est pas la première fois que cela arrive pour moi c'est plus Oscaro je préférerais maintenant que les détaillants vivent beaucoup plus sérieux et sur place en direct et retour sans frais... trop déçus par votre service.
Sérieux très rapide pièces de bonne qualité je recommande,Pièces sérieuses très rapides de bonne qualité que je recommande
"Bonjour, Les essuies glaces arrivent sans emballage, sans référence, sans adaptateur, directement jetés dans le carton, c'est désagréable.","Bonjour, les essuie-glace arrivent sans emballage, sans référence, sans adaptateur, directement jetés dans le carton, c'est désagréable."
"Site clair et facile à utiliser, un large choix de produits, des prix vraiment compétitifs et une expédition ultra rapide… comment ne pas rester fidèle ?!","Site clair et facile à utiliser, un large choix de produits, des prix vraiment compétitifs et une expédition ultra rapide... comment ne pas rester fidèle?!"
"Prix attractif, produit conforme et moins cher que près de chez moi, pas de déplacement pour l'achat, livré rapidement, que demander de mieux?","Prix attractif, produit conforme et moins cher que près de moi, pas de voyage à l'achat, livré rapidement, que mieux demander?"
Essuie glace très bon rapport qualité prix.,Essuie-glace très bon rapport qualité-prix.
"bonne mais pas tant que ça car j'ai passé une com.de de + de 300.00e, et je n'ai pas eu droit à une queconque remise. c'est pas trop encourageant si vous voyez ce que je veux dire","Bien, mais pas tellement parce que j'avais une com.de de plus de 300.00e, et je n'ai pas eu une remise queconque. Ce n'est pas trop encourageant si vous savez ce que je veux dire."
"Envoi rapide, produits toujours conformes et correspondant bien au véhicule sélectionné.","Expédition rapide, produits toujours conformes et correspondant bien au véhicule sélectionné."
Produit facile à trouver en fonction du véhicule associé Délais de livraison respectés et récupération de la commande facile,Produit facile à trouver selon le véhicule associé Délai de livraison rencontré et récupération de la commande facile
"J’ai passé une commande de disques de frein de marque ATE qu’OSCARO n’a pas été en mesure de fournir. Sans mon accord, l’article a été remplacé par une marque nettement moins chère (écart d’environ 200 €), sans qu’aucun remboursement de la différence ne soit effectué. Malgré plusieurs tentatives, il m’a été impossible de contacter leur service client.","J'ai passé une commande de disque de frein de marque ATE que OSCARO n'a pas été en mesure de fournir. Sans mon accord, l'article a été remplacé par une marque beaucoup moins chère (d'environ 200 €), sans aucun remboursement de la différence étant faite. Malgré plusieurs tentatives, il était impossible de contacter leur service client."
"Bonjour, Il manque 3 étoiles car le délai de livraison n'a pas été respecté. Livraison prévue le Vendredi et reçu le Mardi !!!!","Bonjour, Il manque 3 étoiles parce que le délai de livraison n'a pas été respecté. Livraison prévue le vendredi et reçue le mardi!!!!"
"Malgré le fait que je vous ai communiqué la plaque d’immatriculation, une erreur a été faite par vous quand à l’envoi du vérin qui ne va pas sur mon véhicule ! Attente très longue + erreur !","Malgré le fait que je vous ai donné la plaque d'immatriculation, une erreur a été faite par vous lors de l'envoi du cylindre qui ne va pas sur mon véhicule! S'attendre à très long + erreur!"
rapide et efficace,rapide et efficace
"Ayant commandé une pièce il y a un peu moins d’un an ne l’ayant que déballer la semaine dernière, je me suis rendu compte que la pièce avait un défaut de fabrication. Je recommande une pièce dans la foulée, j’ai exactement le même problème pièce non contrôlée, non conforme avec un défaut de fabrication. Donc je n’avais pas le choix, j’ai dû recommander une troisième pièce qui sur en ayant remonté les informations de pièce défectueuse à été contrôlé cette pièce. Là j’ai pu la garder pour mettre sur mon véhicule, l’emballage de cette pièce qui est un phare est complètement aléatoire, pas de scotch, pas de carrelage de la pièce en sachant que les livreurs jettent leurs colis dans leur camionnette, ne vous étonnez pas que les pièces peuvent être en plus cassées. Je m’arrêterai ici. Je vous souhaite une bonne journée. Cordialement.","Après avoir commandé une pièce il y a un peu moins d'un an seulement en lisant le déballage la semaine dernière, je me suis rendu compte que la pièce avait un défaut de fabrication. Je recommande une pièce dans la foulée, j'ai exactement le même problème de partie non contrôlée, ne se conformant pas à un défaut de fabrication. Donc je n'avais pas le choix, je devais recommander une troisième pièce qui, après avoir réassemblé l'information de la pièce défectueuse pour avoir été vérifié cette partie. Là, je pourrais la garder pour mettre sur mon véhicule, l'emballage de cette partie qui est un phare est complètement aléatoire, pas de scotch, pas de tuile de la partie sachant que les agents de livraison jettent leurs paquets dans leur fourgon, ne vous étonnez pas que les pièces peuvent être plus cassées. Je vais m'arrêter ici. Je vous souhaite une bonne journée."
Comme d’habitude Bonne réception,Comme d'habitude Bonne réception
"Commande rapide et soigné,","Commande rapide et soignée,"
Site toujours très bien pour commander des pièces automobiles Très fiable surtout,Toujours très bon site pour commander des pièces auto Très fiable en particulier
"Retard sur livraison, modèle qui correspond Pas à la voiture.... avec la plaque d'immatriculation il faudra m'expliquer !!!. Pas de notice en français. Bref nul","Retard à la livraison, modèle qui ne correspond pas à la voiture.... avec la plaque d'immatriculation vous devrez m'expliquer!!!. Pas de préavis en français. En bref null"
"C'est la deuxième fois que je commande sur Oscaro et, encore une fois, les délais de livraison annoncés n'ont absolument pas été respectés. On vous promet une livraison en quelques jours, mais les pièces arrivent bien plus tard, sans explication claire ni suivi fiable. Je trouve dommage qu'une entreprise aussi connue ne tienne pas ses engagements, surtout quand on compte sur les pièces pour réparer un véhicule rapidement. Je ne recommande pas si vous avez besoin de vos pièces dans les délais annoncés.","C'est la deuxième fois que je commande sur Oscaro et, encore une fois, les délais de livraison annoncés n'ont absolument pas été respectés. Nous vous promettons une livraison dans quelques jours, mais les pièces arrivent beaucoup plus tard, sans explication claire ou un suivi fiable. Je trouve dommage qu'une entreprise aussi connue ne garde pas ses engagements, surtout lorsque nous comptons sur des pièces pour réparer un véhicule rapidement. Je ne recommande pas si vous avez besoin de vos pièces dans les délais annoncés."
"Délai de traitement et de livraison très satisfaisant, prix raisonnable .","Délai de traitement et de livraison très satisfaisant, prix raisonnable."
Bonjour déçu par la livraison je n ai pas reçu les pièces correspondantes à ma voiture Renault scenic les plaquettes et les disques n était pas compatible avec le système de frein arrière de ma voiture,Bonjour déçu par la livraison je n'ai pas reçu les pièces correspondantes à ma voiture Renault scène les plaquettes et les disques n'était pas compatible avec le système de freinage arrière de ma voiture
"Réactivité, qualité et choix des produits. Au top comme d’habitude !","Réactivité, qualité et choix des produits. Haut comme d'habitude!"
Le point relais a été changer avec une mauvaise adresse en plus cela m'a valu 2h de bouchon car c'était complètement à l'opposé du point relais choisis au départ,Le point de relais a été changé avec une mauvaise adresse en plus il m'a obtenu 2 heures de plug parce qu'il était complètement opposé au point de relais choisi au début
Facilité de commande. Délais raisonnables et livraison impeccable. Merci,Facile à commander. Délai raisonnable et livraison impeccable. Merci.
Par deux fois on m'as proposé un kit de distribution pour mon Dokker dont la pompe à eau ne correspondais pas au montage. heureusement que je me suis renseigné auprès de garages de la marque. J'ai du vous appeler plusieurs fois pour enfin obtenir la bonne pièce.,"Deux fois, on m'a offert un kit de distribution pour mon Dokker dont la pompe à eau ne correspondait pas à l'assemblage. Heureusement, j'ai demandé des garages de la marque. J'ai dû vous appeler plusieurs fois pour enfin obtenir la bonne pièce."
Très satisfait,Très satisfait
Le site est très bien fait. On trouve généralement les pièces compatibles beaucoup moins chères.,Le site est très bien fait. Nous trouvons généralement les pièces compatibles beaucoup moins cher.
Tarif raisonnable mais délai un peu trop lond,Tarif raisonnable mais le temps un peu trop long
Pièces reçues très rapidement et installées sans problème.,Pièces reçues très rapidement et installées sans problème.
Délai rapide et pros Nikel très bonne amélioration super et merci à l équipe,Délai rapide et pros Nikel très bonne amélioration super et merci à l'équipe
Très bonne expérience,Très bonne expérience
Toujours rapide et efficace depuis des années aucun soucis,Toujours rapide et efficace pendant des années pas de soucis
Délai de livraison respecté,Délai de livraison atteint
"Rapid, simple et efficace","Rapide, simple et efficace"
"Très bon cite. Je recommande ,prix très très intéressant","Très bon devis. Je recommande, prix très intéressant"
"Bonjour carton ouvert, dernière commande chez vous","Bonjour carton ouvert, dernière commande à la maison"
Produits très emballés et correspondants parfaitement à mes attentes Merci,Produits très emballés et parfaitement adaptés à mes attentes Merci
Une nouvelle fois satisfait des tarifs et du service,Encore une fois satisfait des tarifs et du service
"Les produits me conviennent, leur prix sont attractifs... Les livraisons en crottes de chèvre (les produits arrivant les uns après les autres et m'obligeant à faire 60 km pour chaque colis ) commencent à m'agacer. Pourquoi ne pas tout centraliser et tout livrer d'un coup ? ( En mode crotte de mammouth, plutôt ?) Cordialement.","Les produits me conviennent, leurs prix sont attractifs... Les livraisons de caca de chèvre (les produits arrivant l'un après l'autre et me forçant à faire 60 km pour chaque paquet) commencent à m'irriter. Pourquoi ne pas tout centraliser et tout livrer en même temps? (En mode caca de Mammouth, plutôt?) Quoi qu'il en soit."
bonjour je suis très déçu de ma commande jauge a huile Megane elle ce plie quand on prend le nivaux donc mauvaise qualite,"Bonjour, je suis très déçu dans ma jauge de commande pour huiler Megane il ce pli lorsque vous prenez le niveau si mauvaise qualité"
Je n'ai pas reçu la bonne pièce et je vais avoir une contre visite au contrôle technique,Je n'ai pas eu la bonne pièce et je vais avoir une contre-visite à l'inspection technique.
"Besoin de pièces pour ma voiture rapidement, ce site est parfait pour une livraison en un peu moins d’une semaine. Les pièces sont conformes à l’immatriculation donner. Je suis ravie","Besoin de pièces pour ma voiture rapidement, ce site est parfait pour une livraison en un peu moins d'une semaine. Les pièces sont conformes à l'enregistrement donner. Je suis ravi"
Bon rapport qualité prix.,Bon rapport qualité-prix.
Pas de problème tout OK merci,"Pas de problème, d'accord, merci."
"Délais de livraison Trop Long, une semaine pour recevoir les pièces commandées","Délais de livraison Trop long, une semaine pour recevoir les pièces commandées"
Tout est conforme à la commande et rapide,Tout est en accord avec la commande et rapide
Livraison rapide,Livraison rapide
